Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
TD,Credit Product,Newfoundland and Labrador,18398,45,34721,2020-11-08
Scotiabank,Investment Product,British Columbia,54274,45,39199,2025-10-31
Scotiabank,Credit Product,Saskatchewan,38980,27,133049,2020-01-03
TD,Credit Product,Prince Edward Island,26634,33,35338,2022-12-23
TD,Investment Product,Nunavut,33460,46,86165,2023-05-29
TD,Investment Product,Nova Scotia,96503,51,113517,2021-02-08
Scotiabank,Investment Product,Quebec,21166,33,127632,2021-09-14
TD,Investment Product,Quebec,31119,32,52980,2023-07-08
RBC,Investment Product,Ontario,71722,55,136037,2020-04-25
RBC,Credit Product,British Columbia,39920,36,137001,2023-10-31
Scotiabank,Credit Product,Ontario,32816,63,54684,2021-08-21
Scotiabank,Investment Product,New Brunswick,49141,57,101525,2022-06-01
Scotiabank,Credit Product,Saskatchewan,40964,28,82016,2024-05-12
TD,Credit Product,Alberta,26527,48,51707,2020-08-04
TD,Deposit Account,Prince Edward Island,1006,52,127905,2025-06-19
RBC,Investment Product,Alberta,96590,39,137667,2023-08-12
Scotiabank,Credit Product,Saskatchewan,37543,33,40708,2022-04-21
TD,Credit Product,Northwest Territories,32693,35,108100,2025-05-14
Scotiabank,Deposit Account,Saskatchewan,1341,30,117898,2020-02-21
TD,Investment Product,Manitoba,84933,26,87745,2022-03-06
RBC,Deposit Account,Nova Scotia,1140,28,78758,2020-08-31
TD,Deposit Account,Yukon,705,55,79876,2025-07-24
RBC,Deposit Account,Ontario,1532,63,144821,2023-01-01
Scotiabank,Deposit Account,Alberta,889,48,31567,2024-08-29
Scotiabank,Deposit Account,Manitoba,1586,65,88097,2024-08-01
Scotiabank,Deposit Account,Yukon,1642,58,109351,2024-06-19
RBC,Investment Product,Saskatchewan,96320,25,35267,2024-12-16
Scotiabank,Deposit Account,Newfoundland and Labrador,2381,31,105311,2025-06-10
TD,Credit Product,Alberta,17001,34,145960,2021-06-16
TD,Investment Product,Yukon,57046,52,38602,2023-03-04
Scotiabank,Investment Product,Nova Scotia,58868,62,101146,2020-11-14
Scotiabank,Credit Product,Saskatchewan,20693,36,30929,2025-06-27
TD,Deposit Account,New Brunswick,2205,36,46535,2023-12-07
Scotiabank,Investment Product,Manitoba,24559,29,98644,2025-05-27
TD,Investment Product,Yukon,48948,57,91119,2024-03-03
Scotiabank,Deposit Account,Nunavut,606,39,42845,2020-06-12
RBC,Deposit Account,Quebec,861,37,33069,2020-12-04
Scotiabank,Credit Product,Ontario,11087,30,138630,2025-05-12
Scotiabank,Deposit Account,British Columbia,1608,44,30992,2021-08-25
TD,Deposit Account,Manitoba,1787,44,111430,2021-10-31
RBC,Investment Product,Nunavut,52533,57,92739,2025-07-20
Scotiabank,Deposit Account,Yukon,788,46,141358,2020-04-26
Scotiabank,Credit Product,Ontario,37645,44,96312,2021-01-01
RBC,Investment Product,Prince Edward Island,66709,42,86212,2020-10-24
Scotiabank,Deposit Account,Ontario,2439,62,53332,2023-10-24
Scotiabank,Investment Product,Prince Edward Island,88525,36,149324,2020-11-04
RBC,Credit Product,Manitoba,31312,32,35298,2023-07-31
Scotiabank,Investment Product,Newfoundland and Labrador,92117,59,109889,2022-10-16
RBC,Investment Product,Yukon,76703,58,76695,2023-05-03
RBC,Deposit Account,Saskatchewan,1692,39,124489,2020-12-21
TD,Investment Product,Prince Edward Island,81544,34,125229,2021-09-17
TD,Deposit Account,Nunavut,995,43,37978,2020-04-07
Scotiabank,Investment Product,Prince Edward Island,69619,34,112386,2023-10-14
TD,Deposit Account,Ontario,1390,32,109285,2022-07-05
Scotiabank,Deposit Account,Alberta,2402,55,133433,2020-03-20
Scotiabank,Deposit Account,Northwest Territories,2025,55,137136,2023-07-29
Scotiabank,Investment Product,New Brunswick,24718,33,83091,2025-03-16
TD,Investment Product,Saskatchewan,43262,64,91761,2021-06-11
TD,Deposit Account,Ontario,536,51,73459,2020-02-03
TD,Credit Product,Quebec,38220,53,148534,2024-05-31
TD,Credit Product,Yukon,35294,49,124126,2023-11-14
Scotiabank,Credit Product,Newfoundland and Labrador,17100,30,95756,2024-08-27
Scotiabank,Investment Product,Manitoba,50428,34,134616,2021-12-11
RBC,Credit Product,Alberta,27054,59,52623,2023-03-19
TD,Deposit Account,Yukon,710,54,148151,2021-02-07
TD,Investment Product,Prince Edward Island,90946,34,104600,2025-07-12
RBC,Investment Product,Northwest Territories,28009,51,71281,2022-07-12
TD,Credit Product,Nunavut,15090,40,98054,2025-10-17
Scotiabank,Credit Product,Alberta,37103,55,88184,2022-12-14
TD,Deposit Account,Nova Scotia,2402,31,43963,2023-02-06
Scotiabank,Investment Product,British Columbia,49241,46,71525,2023-04-01
Scotiabank,Investment Product,Yukon,68710,31,49992,2023-06-01
Scotiabank,Deposit Account,Manitoba,738,29,57391,2020-06-14
TD,Investment Product,New Brunswick,36849,36,72516,2025-11-04
RBC,Credit Product,Prince Edward Island,39462,27,137745,2020-02-02
Scotiabank,Deposit Account,Quebec,1843,65,49025,2024-01-28
Scotiabank,Investment Product,Nova Scotia,21631,28,132362,2022-01-10
TD,Investment Product,Ontario,36129,40,140949,2024-09-03
TD,Investment Product,Newfoundland and Labrador,91740,59,92013,2021-07-12
RBC,Deposit Account,Northwest Territories,586,43,67434,2020-12-18
TD,Deposit Account,British Columbia,1465,41,89537,2023-08-09
Scotiabank,Investment Product,Newfoundland and Labrador,22715,42,103368,2023-09-09
TD,Investment Product,Ontario,68427,52,140101,2022-02-18
TD,Investment Product,Northwest Territories,66824,37,127803,2022-12-28
TD,Credit Product,Alberta,21037,39,70657,2021-12-08
TD,Deposit Account,Nunavut,1320,49,45159,2024-04-09
Scotiabank,Deposit Account,Ontario,616,56,53125,2021-03-24
RBC,Credit Product,British Columbia,16988,47,144875,2024-12-07
Scotiabank,Deposit Account,Northwest Territories,1347,46,134110,2021-07-28
RBC,Credit Product,Manitoba,21951,41,82890,2024-04-10
RBC,Investment Product,Alberta,75704,32,129738,2025-12-25
Scotiabank,Investment Product,Yukon,86097,28,76928,2025-06-05
Scotiabank,Investment Product,Prince Edward Island,40813,58,110165,2023-12-09
Scotiabank,Investment Product,Quebec,68052,27,146543,2025-04-29
Scotiabank,Investment Product,Newfoundland and Labrador,95375,44,89649,2021-12-16
TD,Deposit Account,Saskatchewan,2382,33,90145,2020-10-23
RBC,Credit Product,Nunavut,38174,46,39875,2020-05-17
TD,Deposit Account,Nova Scotia,1255,30,47316,2024-08-23
Scotiabank,Credit Product,Nova Scotia,45159,39,87271,2022-02-20
TD,Investment Product,Nunavut,46699,50,99410,2023-08-29
Scotiabank,Investment Product,Nunavut,25494,29,98006,2024-01-25
TD,Credit Product,Saskatchewan,13220,48,65178,2020-01-14
TD,Investment Product,Yukon,47267,28,107588,2020-10-21
RBC,Investment Product,Quebec,99520,45,146711,2022-01-04
Scotiabank,Investment Product,Northwest Territories,32835,53,79975,2022-04-17
RBC,Credit Product,Quebec,15346,36,93212,2020-08-06
RBC,Deposit Account,Quebec,1598,38,72147,2023-09-05
TD,Deposit Account,Northwest Territories,1576,33,107935,2025-12-03
Scotiabank,Deposit Account,Yukon,1244,60,38864,2024-10-17
TD,Investment Product,Newfoundland and Labrador,43122,46,124289,2020-08-17
RBC,Investment Product,Alberta,42100,28,97265,2020-06-25
Scotiabank,Investment Product,Yukon,73708,34,143692,2023-02-07
RBC,Deposit Account,Saskatchewan,1154,50,101312,2022-05-20
TD,Deposit Account,Yukon,1443,31,50621,2024-05-09
Scotiabank,Credit Product,Yukon,32235,33,88942,2024-12-20
Scotiabank,Credit Product,Prince Edward Island,19120,37,105443,2021-07-22
RBC,Investment Product,Northwest Territories,28895,35,105071,2025-11-14
RBC,Deposit Account,Saskatchewan,1954,56,70131,2023-03-14
Scotiabank,Credit Product,Yukon,22764,34,132512,2021-08-02
Scotiabank,Investment Product,Alberta,33674,41,65971,2021-08-03
TD,Credit Product,Newfoundland and Labrador,34221,57,100672,2025-02-04
RBC,Deposit Account,Nunavut,1357,50,97901,2025-05-14
RBC,Credit Product,Nunavut,39770,50,76429,2020-10-22
RBC,Investment Product,Alberta,67896,60,33477,2021-12-19
Scotiabank,Deposit Account,Manitoba,1287,38,80135,2022-04-03
RBC,Deposit Account,New Brunswick,551,51,72421,2024-03-09
Scotiabank,Investment Product,Yukon,44724,45,39755,2022-09-18
RBC,Credit Product,British Columbia,29384,37,84514,2022-06-24
Scotiabank,Investment Product,Ontario,81504,29,138142,2021-07-21
TD,Credit Product,Yukon,15434,46,148797,2020-07-22
TD,Credit Product,Manitoba,19858,42,131671,2021-03-20
RBC,Deposit Account,Newfoundland and Labrador,571,47,144329,2022-05-21
Scotiabank,Investment Product,Alberta,41132,58,130809,2025-07-23
Scotiabank,Investment Product,Alberta,57284,58,124731,2025-05-09
RBC,Deposit Account,Yukon,978,43,76747,2024-03-26
Scotiabank,Credit Product,Manitoba,16774,33,53820,2024-09-26
Scotiabank,Investment Product,Prince Edward Island,48088,37,128273,2021-05-06
RBC,Credit Product,Northwest Territories,15966,34,71018,2020-01-06
TD,Credit Product,New Brunswick,34653,41,38499,2024-08-25
Scotiabank,Investment Product,Saskatchewan,28599,26,88142,2022-11-08
RBC,Investment Product,Prince Edward Island,26000,48,51340,2020-09-11
RBC,Credit Product,Saskatchewan,46198,58,45599,2020-06-11
Scotiabank,Investment Product,Alberta,42765,63,134950,2021-05-11
TD,Deposit Account,Nunavut,1017,54,138933,2025-05-13
RBC,Credit Product,New Brunswick,42797,50,133963,2023-06-19
TD,Investment Product,New Brunswick,59109,26,77963,2025-03-07
TD,Deposit Account,British Columbia,2462,39,58623,2025-11-03
RBC,Investment Product,Newfoundland and Labrador,82857,46,32335,2024-11-11
RBC,Credit Product,Manitoba,11820,55,149685,2021-05-22
Scotiabank,Credit Product,Quebec,37167,39,119140,2021-11-18
Scotiabank,Credit Product,Yukon,25763,38,32247,2025-06-15
TD,Investment Product,New Brunswick,74852,42,82886,2020-11-03
Scotiabank,Deposit Account,Newfoundland and Labrador,1983,44,111171,2023-03-30
RBC,Credit Product,Northwest Territories,33964,39,133426,2024-01-23
RBC,Deposit Account,Prince Edward Island,1936,26,127129,2020-08-17
TD,Investment Product,Quebec,53158,64,37438,2022-12-21
TD,Credit Product,Newfoundland and Labrador,37749,30,135640,2022-05-20
Scotiabank,Credit Product,British Columbia,30174,32,85590,2020-09-23
RBC,Investment Product,Nunavut,70923,45,122927,2021-07-17
Scotiabank,Credit Product,New Brunswick,18466,62,124608,2021-12-03
RBC,Investment Product,Newfoundland and Labrador,37184,63,76984,2020-05-04
Scotiabank,Deposit Account,Yukon,2146,59,38434,2025-08-15
RBC,Deposit Account,Nunavut,1775,62,41883,2025-01-07
RBC,Credit Product,Prince Edward Island,40338,41,125600,2020-11-09
TD,Deposit Account,Yukon,1074,49,132223,2024-01-15
Scotiabank,Deposit Account,Ontario,890,32,50724,2025-10-19
Scotiabank,Credit Product,Yukon,27635,44,35944,2025-10-21
TD,Credit Product,New Brunswick,15235,50,34552,2021-11-08
Scotiabank,Deposit Account,Prince Edward Island,1256,40,135751,2024-07-18
TD,Deposit Account,Newfoundland and Labrador,1557,42,52588,2021-12-21
RBC,Credit Product,Saskatchewan,15986,63,133660,2024-10-08
Scotiabank,Deposit Account,Quebec,1339,50,121866,2025-04-25
RBC,Deposit Account,New Brunswick,840,59,54258,2023-06-20
Scotiabank,Credit Product,Ontario,10017,42,119289,2023-08-26
TD,Credit Product,Manitoba,17844,50,63311,2021-12-05
Scotiabank,Deposit Account,New Brunswick,1570,48,42227,2023-01-12
Scotiabank,Credit Product,New Brunswick,10604,35,140300,2022-04-25
TD,Deposit Account,Northwest Territories,917,60,123256,2022-07-20
RBC,Credit Product,Alberta,24458,25,116553,2020-11-07
RBC,Credit Product,Saskatchewan,49485,27,75413,2024-05-21
Scotiabank,Investment Product,Manitoba,40873,28,74866,2020-01-16
Scotiabank,Credit Product,New Brunswick,29500,46,65103,2025-11-16
TD,Credit Product,Nova Scotia,47903,58,128443,2024-05-20
RBC,Investment Product,Saskatchewan,23303,45,75690,2021-11-09
RBC,Deposit Account,Manitoba,858,51,107433,2021-07-09
Scotiabank,Investment Product,Nunavut,99147,38,49926,2024-06-25
TD,Deposit Account,Nunavut,2281,55,138965,2023-05-17
RBC,Credit Product,Manitoba,44785,31,46173,2025-02-21
TD,Deposit Account,Nunavut,1317,40,39137,2025-10-30
RBC,Deposit Account,Alberta,2200,34,119631,2024-03-08
TD,Deposit Account,Saskatchewan,1953,26,30916,2023-04-12
TD,Deposit Account,New Brunswick,923,55,140590,2025-01-14
Scotiabank,Credit Product,Yukon,29854,61,69391,2024-08-04
Scotiabank,Investment Product,Alberta,76310,60,126649,2023-09-01
RBC,Deposit Account,New Brunswick,1084,63,67750,2021-12-06
Scotiabank,Credit Product,Manitoba,30623,28,82714,2020-01-08
Scotiabank,Investment Product,British Columbia,48100,32,116985,2022-01-13
TD,Credit Product,Alberta,22555,64,35746,2023-06-10
RBC,Investment Product,Saskatchewan,78672,36,142448,2023-04-25
TD,Deposit Account,Alberta,550,55,100182,2023-01-05
Scotiabank,Deposit Account,New Brunswick,1879,53,81535,2024-12-14
Scotiabank,Investment Product,British Columbia,35202,36,41142,2020-04-17
RBC,Investment Product,Nova Scotia,30586,54,40059,2021-07-30
TD,Deposit Account,Ontario,1719,64,37947,2022-12-06
Scotiabank,Investment Product,Newfoundland and Labrador,21780,52,61233,2020-01-12
TD,Investment Product,Alberta,76343,50,31411,2020-04-01
TD,Investment Product,British Columbia,36383,38,107985,2025-02-23
TD,Deposit Account,Northwest Territories,1429,39,53707,2020-11-22
TD,Investment Product,Prince Edward Island,66673,25,101808,2021-05-05
RBC,Credit Product,British Columbia,12978,63,125242,2021-01-15
RBC,Credit Product,Ontario,46235,33,118683,2024-11-13
TD,Credit Product,Northwest Territories,13895,60,94482,2025-03-04
RBC,Investment Product,Northwest Territories,62613,42,116838,2020-12-27
Scotiabank,Deposit Account,Quebec,1269,58,49080,2022-02-20
Scotiabank,Investment Product,Newfoundland and Labrador,51971,52,84500,2025-03-11
Scotiabank,Credit Product,Newfoundland and Labrador,21886,38,47847,2024-09-21
RBC,Investment Product,Ontario,83086,29,121702,2023-06-09
RBC,Credit Product,Yukon,20598,57,86713,2023-01-26
TD,Deposit Account,Manitoba,1229,63,61531,2024-10-09
Scotiabank,Deposit Account,Yukon,716,41,146763,2020-03-04
RBC,Credit Product,British Columbia,25533,32,33162,2021-03-23
TD,Investment Product,Nunavut,37512,39,63865,2022-02-28
TD,Credit Product,Alberta,46807,41,107220,2023-10-09
RBC,Deposit Account,Manitoba,2037,27,106342,2023-10-09
RBC,Credit Product,Alberta,36109,40,137105,2021-07-02
RBC,Credit Product,Alberta,23999,40,54668,2022-10-19
Scotiabank,Investment Product,Quebec,58852,26,123888,2023-03-28
TD,Credit Product,Saskatchewan,12242,60,134500,2024-02-12
TD,Investment Product,Ontario,35053,25,82452,2022-12-20
RBC,Investment Product,Quebec,49356,46,100873,2025-01-18
RBC,Investment Product,Manitoba,50117,62,86566,2020-01-23
Scotiabank,Investment Product,Prince Edward Island,91787,49,44761,2021-01-11
RBC,Investment Product,Prince Edward Island,44719,50,41315,2021-06-23
RBC,Credit Product,Manitoba,33523,36,130212,2025-05-30
TD,Deposit Account,Nunavut,2219,64,144458,2025-11-04
Scotiabank,Investment Product,Northwest Territories,65565,57,143120,2020-10-18
Scotiabank,Investment Product,Nova Scotia,60767,62,42625,2024-02-24
RBC,Investment Product,Newfoundland and Labrador,68053,27,83357,2021-12-13
TD,Deposit Account,Northwest Territories,2248,36,44659,2025-02-20
TD,Credit Product,Prince Edward Island,40346,28,76257,2025-10-07
TD,Investment Product,Nova Scotia,83623,45,65670,2024-02-12
Scotiabank,Credit Product,British Columbia,30292,51,46870,2021-04-03
TD,Credit Product,Nova Scotia,39904,51,36186,2024-05-11
RBC,Deposit Account,Ontario,1643,25,43406,2025-01-28
RBC,Credit Product,British Columbia,22681,29,53900,2021-11-02
Scotiabank,Deposit Account,Ontario,853,35,58475,2025-08-16
RBC,Deposit Account,British Columbia,1733,55,120835,2025-05-02
Scotiabank,Investment Product,Quebec,59377,55,101642,2020-07-05
Scotiabank,Deposit Account,Yukon,1737,65,105665,2021-06-12
TD,Investment Product,Nova Scotia,94039,37,89762,2021-06-07
TD,Deposit Account,British Columbia,1407,35,90364,2022-09-27
TD,Credit Product,Ontario,46807,52,106855,2021-10-06
RBC,Deposit Account,Yukon,2019,62,76822,2025-05-02
TD,Deposit Account,Prince Edward Island,1388,31,63821,2024-03-29
TD,Deposit Account,Northwest Territories,777,33,55715,2025-04-12
RBC,Deposit Account,British Columbia,1742,55,119774,2025-02-28
TD,Deposit Account,Yukon,1476,65,41585,2023-11-03
RBC,Investment Product,Nunavut,87942,47,91290,2024-01-09
Scotiabank,Investment Product,Ontario,88841,64,30011,2021-09-27
RBC,Deposit Account,Northwest Territories,957,61,43510,2020-01-06
Scotiabank,Credit Product,Quebec,48451,43,137673,2022-04-10
RBC,Credit Product,New Brunswick,36156,53,144585,2024-05-19
TD,Credit Product,Alberta,20642,37,53404,2021-02-17
Scotiabank,Investment Product,Quebec,81089,35,104941,2023-08-17
RBC,Deposit Account,Newfoundland and Labrador,1060,42,148255,2022-08-08
RBC,Deposit Account,New Brunswick,652,32,31807,2025-06-14
RBC,Deposit Account,Northwest Territories,2244,65,118815,2020-05-19
RBC,Deposit Account,Saskatchewan,954,55,95796,2021-05-27
TD,Credit Product,Manitoba,46244,29,93444,2024-12-16
RBC,Deposit Account,British Columbia,1844,35,48710,2024-04-05
TD,Investment Product,New Brunswick,58962,41,89720,2023-04-17
Scotiabank,Credit Product,British Columbia,15091,46,128819,2020-06-16
RBC,Investment Product,Prince Edward Island,72184,39,92408,2023-03-19
TD,Investment Product,Newfoundland and Labrador,73549,49,131043,2023-08-28
TD,Credit Product,Ontario,35999,49,110582,2022-08-20
RBC,Credit Product,Northwest Territories,40694,33,108376,2024-08-06
RBC,Credit Product,New Brunswick,25816,33,82028,2025-03-18
RBC,Credit Product,Ontario,23282,46,92546,2021-10-02
TD,Investment Product,Saskatchewan,58657,49,78706,2020-08-15
RBC,Investment Product,Yukon,67579,45,45624,2023-11-11
Scotiabank,Investment Product,Northwest Territories,39799,27,145662,2022-07-09
TD,Investment Product,New Brunswick,49061,33,126822,2022-06-01
RBC,Deposit Account,Manitoba,1230,25,62966,2023-02-25
TD,Deposit Account,Yukon,811,34,139591,2023-12-11
RBC,Investment Product,Ontario,44917,60,30094,2020-08-20
RBC,Investment Product,British Columbia,94638,46,60249,2022-07-13
Scotiabank,Deposit Account,Alberta,1840,43,39791,2020-12-09
TD,Deposit Account,Northwest Territories,768,28,64658,2025-01-17
TD,Investment Product,Newfoundland and Labrador,50510,34,66500,2023-02-06
TD,Investment Product,Prince Edward Island,69459,62,43978,2022-05-15
RBC,Credit Product,Alberta,15179,49,79743,2022-11-07
Scotiabank,Deposit Account,Nunavut,2126,58,55257,2021-08-03
Scotiabank,Deposit Account,Nova Scotia,2059,35,131912,2021-05-13
Scotiabank,Investment Product,Ontario,27596,51,81171,2023-01-19
TD,Deposit Account,Nova Scotia,1439,59,45957,2020-01-09
Scotiabank,Investment Product,Northwest Territories,72228,63,130424,2024-04-19
Scotiabank,Credit Product,Northwest Territories,25169,27,139994,2025-07-31
RBC,Investment Product,Newfoundland and Labrador,95449,42,34748,2020-07-15
Scotiabank,Deposit Account,New Brunswick,1973,61,97886,2022-12-07
Scotiabank,Deposit Account,Quebec,839,45,137277,2025-12-06
TD,Deposit Account,Saskatchewan,837,36,72106,2024-12-18
RBC,Investment Product,Nunavut,99659,59,114037,2024-09-28
TD,Credit Product,British Columbia,21580,61,70376,2021-07-06
RBC,Deposit Account,New Brunswick,818,52,47767,2025-04-03
TD,Credit Product,British Columbia,14131,54,33683,2023-12-10
RBC,Deposit Account,Nunavut,1840,25,141096,2024-04-24
RBC,Deposit Account,Northwest Territories,1967,41,48050,2024-06-30
Scotiabank,Investment Product,Saskatchewan,64990,55,92579,2024-07-14
TD,Credit Product,Newfoundland and Labrador,34732,47,114883,2025-03-27
TD,Investment Product,Northwest Territories,65721,48,75429,2022-12-20
Scotiabank,Deposit Account,Ontario,1384,49,48103,2021-08-18
RBC,Deposit Account,Prince Edward Island,2395,52,111681,2023-02-06
TD,Deposit Account,Saskatchewan,1423,65,30238,2022-08-28
RBC,Investment Product,Alberta,37045,39,95152,2021-12-15
TD,Credit Product,Quebec,34526,54,77902,2025-11-14
Scotiabank,Deposit Account,Ontario,711,40,85820,2024-06-30
Scotiabank,Deposit Account,Yukon,2227,52,33253,2021-10-31
RBC,Investment Product,Nova Scotia,54838,27,106176,2025-05-19
RBC,Investment Product,Saskatchewan,70292,51,107754,2021-02-24
Scotiabank,Investment Product,Ontario,89767,65,134268,2022-03-11
Scotiabank,Credit Product,British Columbia,17243,46,62541,2024-01-16
RBC,Credit Product,Prince Edward Island,33911,53,120829,2025-01-19
RBC,Investment Product,Quebec,78476,34,65182,2022-05-29
Scotiabank,Investment Product,New Brunswick,71293,65,85534,2021-04-05
Scotiabank,Credit Product,Northwest Territories,32719,44,113372,2024-03-29
RBC,Credit Product,Manitoba,21391,57,140735,2020-05-31
Scotiabank,Deposit Account,Ontario,756,28,123599,2024-01-09
Scotiabank,Investment Product,British Columbia,34028,54,63311,2022-04-14
RBC,Deposit Account,New Brunswick,2324,27,135811,2025-06-26
Scotiabank,Credit Product,Ontario,28017,28,132050,2024-05-04
TD,Deposit Account,Prince Edward Island,1253,61,102138,2024-09-17
TD,Investment Product,Prince Edward Island,71268,36,142916,2024-01-31
Scotiabank,Investment Product,Alberta,34074,56,63206,2024-08-30
TD,Credit Product,Yukon,33129,31,116173,2021-06-17
TD,Deposit Account,Yukon,1803,36,76647,2023-02-14
RBC,Credit Product,Yukon,18033,30,117928,2020-01-26
TD,Investment Product,Alberta,93338,30,125633,2020-03-08
Scotiabank,Investment Product,Newfoundland and Labrador,84162,41,41976,2020-02-28
RBC,Investment Product,Nunavut,23738,64,68814,2020-04-07
TD,Credit Product,Nunavut,43235,28,138701,2023-02-28
Scotiabank,Credit Product,New Brunswick,12358,47,91229,2022-01-22
RBC,Deposit Account,Newfoundland and Labrador,510,59,111765,2023-12-08
Scotiabank,Credit Product,New Brunswick,36860,49,134729,2022-09-06
TD,Deposit Account,Nunavut,1341,51,136144,2020-01-17
TD,Deposit Account,Ontario,1688,54,48384,2025-09-18
RBC,Credit Product,New Brunswick,29087,39,83946,2024-04-15
Scotiabank,Credit Product,Saskatchewan,48568,65,68375,2021-03-17
TD,Investment Product,Ontario,60728,46,112719,2025-05-12
RBC,Credit Product,Alberta,46207,52,78321,2021-03-09
RBC,Investment Product,Manitoba,63816,59,51192,2023-10-29
Scotiabank,Investment Product,Nova Scotia,30806,63,87023,2022-07-16
TD,Deposit Account,Ontario,2067,47,99369,2022-02-22
Scotiabank,Deposit Account,Ontario,770,60,86868,2020-08-06
RBC,Credit Product,Prince Edward Island,10498,37,138911,2021-05-03
Scotiabank,Deposit Account,Saskatchewan,2491,46,120339,2025-11-19
RBC,Deposit Account,Nova Scotia,1731,42,45341,2022-07-25
RBC,Credit Product,Manitoba,23671,29,69353,2022-07-09
TD,Credit Product,Manitoba,12113,54,127036,2021-08-21
RBC,Credit Product,Ontario,15120,63,45297,2021-04-16
TD,Credit Product,Northwest Territories,13193,53,71535,2025-06-30
TD,Investment Product,Prince Edward Island,20939,55,45014,2025-05-16
Scotiabank,Investment Product,Quebec,26277,64,33274,2024-01-22
Scotiabank,Deposit Account,British Columbia,1390,51,139879,2023-04-28
TD,Investment Product,Yukon,46147,27,75923,2022-07-05
Scotiabank,Deposit Account,Nova Scotia,2025,40,66961,2022-04-08
RBC,Deposit Account,Ontario,1027,29,140963,2020-10-08
TD,Credit Product,Nova Scotia,27037,65,66560,2024-08-03
RBC,Credit Product,Newfoundland and Labrador,28665,64,54296,2022-02-17
RBC,Credit Product,Yukon,40471,51,62568,2021-03-26
RBC,Deposit Account,Northwest Territories,1439,58,59853,2024-05-17
Scotiabank,Investment Product,Northwest Territories,36732,55,126811,2022-12-27
TD,Deposit Account,Yukon,892,62,82221,2024-06-08
Scotiabank,Investment Product,Saskatchewan,52022,45,67956,2024-09-12
Scotiabank,Investment Product,Manitoba,68739,51,100979,2023-02-26
RBC,Deposit Account,Quebec,572,56,36386,2023-07-13
RBC,Investment Product,Saskatchewan,96310,31,64911,2024-02-11
TD,Credit Product,Newfoundland and Labrador,34564,36,71477,2024-12-17
TD,Deposit Account,Nunavut,2492,57,75267,2022-11-14
RBC,Credit Product,British Columbia,28140,44,106717,2023-05-17
Scotiabank,Investment Product,Saskatchewan,57471,35,126269,2021-05-07
TD,Deposit Account,Saskatchewan,2405,32,72427,2020-03-26
RBC,Deposit Account,Yukon,2061,40,69154,2023-08-30
TD,Deposit Account,Ontario,583,48,117888,2024-03-14
RBC,Investment Product,Ontario,83506,57,134104,2025-05-15
Scotiabank,Investment Product,Saskatchewan,34700,43,146748,2023-09-06
Scotiabank,Deposit Account,British Columbia,2458,48,47252,2022-07-13
TD,Investment Product,Manitoba,72052,25,112976,2022-11-28
RBC,Investment Product,Prince Edward Island,87366,29,42315,2023-06-01
Scotiabank,Investment Product,British Columbia,40392,56,49884,2024-01-18
RBC,Credit Product,Newfoundland and Labrador,42787,44,50506,2025-11-27
TD,Deposit Account,British Columbia,1399,41,42400,2023-04-25
TD,Credit Product,Prince Edward Island,23188,45,121515,2020-06-14
TD,Deposit Account,Saskatchewan,1244,50,144265,2021-12-09
TD,Credit Product,Newfoundland and Labrador,32471,36,129280,2021-05-26
RBC,Investment Product,Northwest Territories,81573,40,60338,2023-01-03
TD,Investment Product,Ontario,93171,59,135581,2020-12-25
RBC,Credit Product,New Brunswick,40843,31,102746,2024-03-30
TD,Deposit Account,Saskatchewan,1108,55,91288,2023-07-22
TD,Deposit Account,Newfoundland and Labrador,1286,32,140355,2020-11-10
TD,Investment Product,Nunavut,61104,63,44002,2022-05-07
RBC,Credit Product,Manitoba,28999,63,103393,2020-05-23
Scotiabank,Credit Product,Nunavut,18088,34,46968,2023-07-02
RBC,Deposit Account,Alberta,604,61,141092,2023-11-18
Scotiabank,Credit Product,Quebec,19395,57,35219,2025-06-02
Scotiabank,Deposit Account,Saskatchewan,871,64,99019,2023-09-22
TD,Deposit Account,Nova Scotia,1957,63,120104,2025-11-16
Scotiabank,Deposit Account,Nunavut,2447,59,40654,2023-06-27
Scotiabank,Investment Product,Nunavut,21397,28,60457,2025-07-22
TD,Deposit Account,Ontario,946,30,143805,2020-05-24
Scotiabank,Credit Product,Yukon,17938,49,137056,2022-09-20
RBC,Credit Product,New Brunswick,28891,53,41433,2021-06-21
TD,Credit Product,British Columbia,24275,34,38927,2020-12-21
RBC,Deposit Account,Nunavut,1819,45,68231,2024-03-04
RBC,Credit Product,British Columbia,39934,43,89550,2023-12-31
RBC,Credit Product,Alberta,49169,53,106506,2021-01-09
RBC,Deposit Account,Quebec,2148,55,144812,2025-08-05
Scotiabank,Credit Product,Ontario,15831,46,110857,2025-05-19
RBC,Credit Product,Nova Scotia,27680,58,125092,2020-05-11
TD,Investment Product,Alberta,24032,32,123883,2025-06-20
RBC,Credit Product,Newfoundland and Labrador,43571,57,34551,2024-05-16
TD,Investment Product,Nunavut,97872,62,59195,2020-06-25
Scotiabank,Investment Product,Northwest Territories,28363,64,108982,2022-07-10
RBC,Deposit Account,Ontario,753,33,84540,2021-06-10
RBC,Credit Product,Saskatchewan,26519,45,113906,2022-05-24
TD,Credit Product,New Brunswick,34254,56,36715,2025-09-13
